Date,City,Country,Mode,Ridership,Population_Million,Passenger_per_Capita,GDP_Billion_USD,PM25_Mean_ug_m3
2025-03-01,Bangkok,Thailand,PK,1664931.0,11.45,0.14540882096069868,560.0,22.0
2025-03-01,Bangkok,Thailand,RL,1068056.0,11.45,0.09328,560.0,22.0
2025-03-01,Bangkok,Thailand,SRT,2232658.0,11.45,0.19499196506550218,560.0,22.0
2025-03-01,Bangkok,Thailand,YL,1264297.0,11.45,0.1104189519650655,560.0,22.0
2025-04-01,Bangkok,Thailand,ARL,1831291.0,11.45,0.15993807860262008,560.0,22.0
2025-04-01,Bangkok,Thailand,BTS,19011469.0,11.45,1.6603903056768559,560.0,22.0
2025-04-01,Bangkok,Thailand,MRT,12894915.0,11.45,1.1261934497816595,560.0,22.0
2025-04-01,Bangkok,Thailand,PK,1487735.0,11.45,0.12993318777292576,560.0,22.0
2025-04-01,Bangkok,Thailand,RL,970163.0,11.45,0.08473039301310044,560.0,22.0
2025-04-01,Bangkok,Thailand,SRT,2299432.0,11.45,0.20082375545851527,560.0,22.0
2025-04-01,Bangkok,Thailand,YL,1169073.0,11.45,0.10210244541484716,560.0,22.0
2025-05-01,Bangkok,Thailand,ARL,1910098.0,11.45,0.16682078602620087,560.0,22.0
2025-05-01,Bangkok,Thailand,BTS,20351111.0,11.45,1.7773896069868995,560.0,22.0
2025-05-01,Bangkok,Thailand,MRT,13653852.0,11.45,1.1924761572052403,560.0,22.0
2025-05-01,Bangkok,Thailand,PK,1814592.0,11.45,0.15847965065502184,560.0,22.0
2025-05-01,Bangkok,Thailand,RL,1001584.0,11.45,0.08747458515283843,560.0,22.0
2025-05-01,Bangkok,Thailand,SRT,2203688.0,11.45,0.19246183406113537,560.0,22.0
2025-05-01,Bangkok,Thailand,YL,1317080.0,11.45,0.11502882096069869,560.0,22.0
2025-06-01,Bangkok,Thailand,ARL,1914359.0,11.45,0.16719292576419215,560.0,22.0
2025-06-01,Bangkok,Thailand,BTS,21510549.0,11.45,1.8786505676855896,560.0,22.0
2025-06-01,Bangkok,Thailand,MRT,14175082.0,11.45,1.2379984279475982,560.0,22.0
2025-06-01,Bangkok,Thailand,PK,1981250.0,11.45,0.1730349344978166,560.0,22.0
2025-06-01,Bangkok,Thailand,RL,1049815.0,11.45,0.09168689956331878,560.0,22.0
2025-06-01,Bangkok,Thailand,SRT,2163260.0,11.45,0.18893100436681223,560.0,22.0
2025-06-01,Bangkok,Thailand,YL,1345192.0,11.45,0.1174840174672489,560.0,22.0
2025-07-01,Bangkok,Thailand,ARL,2009204.0,11.45,0.17547633187772926,560.0,22.0
2025-07-01,Bangkok,Thailand,BTS,22450369.0,11.45,1.9607309170305678,560.0,22.0
2025-07-01,Bangkok,Thailand,MRT,15138400.0,11.45,1.3221310043668122,560.0,22.0
2025-07-01,Bangkok,Thailand,PK,2034746.0,11.45,0.17770707423580787,560.0,22.0
2025-07-01,Bangkok,Thailand,RL,1131071.0,11.45,0.09878349344978166,560.0,22.0
2025-07-01,Bangkok,Thailand,SRT,2356849.0,11.45,0.2058383406113537,560.0,22.0
2025-07-01,Bangkok,Thailand,YL,1398253.0,11.45,0.12211816593886463,560.0,22.0
2025-08-01,Bangkok,Thailand,ARL,2091693.0,11.45,0.1826806113537118,560.0,22.0
2025-08-01,Bangkok,Thailand,BTS,22971298.0,11.45,2.006226899563319,560.0,22.0
2025-08-01,Bangkok,Thailand,MRT,15624210.0,11.45,1.3645598253275109,560.0,22.0
2025-08-01,Bangkok,Thailand,PK,2019072.0,11.45,0.17633816593886462,560.0,22.0
2025-08-01,Bangkok,Thailand,RL,1175533.0,11.45,0.10266663755458515,560.0,22.0
2025-08-01,Bangkok,Thailand,SRT,2387673.0,11.45,0.20853039301310045,560.0,22.0
2025-08-01,Bangkok,Thailand,YL,1419582.0,11.45,0.12398096069868995,560.0,22.0
2025-09-01,Bangkok,Thailand,ARL,2021338.0,11.45,0.17653606986899564,560.0,22.0
2025-09-01,Bangkok,Thailand,BTS,22185949.0,11.45,1.9376374672489083,560.0,22.0
2025-09-01,Bangkok,Thailand,MRT,15507329.0,11.45,1.3543518777292576,560.0,22.0
2025-09-01,Bangkok,Thailand,PK,1920492.0,11.45,0.16772855895196506,560.0,22.0
2025-09-01,Bangkok,Thailand,RL,1156063.0,11.45,0.10096620087336244,560.0,22.0
2025-09-01,Bangkok,Thailand,SRT,2130885.0,11.45,0.18610349344978167,560.0,22.0
2025-09-01,Bangkok,Thailand,YL,1418410.0,11.45,0.12387860262008733,560.0,22.0
2025-10-01,Bangkok,Thailand,ARL,2130551.0,11.45,0.1860743231441048,560.0,22.0
2025-10-01,Bangkok,Thailand,BTS,22717282.0,11.45,1.984042096069869,560.0,22.0
2025-10-01,Bangkok,Thailand,MRT,15785364.0,11.45,1.3786344104803494,560.0,22.0
2025-10-01,Bangkok,Thailand,PK,1879192.0,11.45,0.16412157205240174,560.0,22.0
2025-10-01,Bangkok,Thailand,RL,1170259.0,11.45,0.10220602620087336,560.0,22.0
2025-10-01,Bangkok,Thailand,SRT,2474835.0,11.45,0.21614279475982534,560.0,22.0
2025-10-01,Bangkok,Thailand,YL,1470883.0,11.45,0.12846139737991266,560.0,22.0
2025-11-01,Bangkok,Thailand,ARL,2107115.0,11.45,0.18402751091703057,560.0,22.0
2025-11-01,Bangkok,Thailand,BTS,22447817.0,11.45,1.9605080349344979,560.0,22.0
2025-11-01,Bangkok,Thailand,MRT,15264447.0,11.45,1.3331394759825328,560.0,22.0
2025-11-01,Bangkok,Thailand,PK,1976867.0,11.45,0.17265213973799126,560.0,22.0
2025-11-01,Bangkok,Thailand,RL,1178504.0,11.45,0.1029261135371179,560.0,22.0
2025-11-01,Bangkok,Thailand,SRT,2221122.0,11.45,0.19398445414847162,560.0,22.0
2025-11-01,Bangkok,Thailand,YL,1460478.0,11.45,0.1275526637554585,560.0,22.0
2025-12-01,Bangkok,Thailand,ARL,2142849.0,11.45,0.18714838427947597,560.0,22.0
2025-12-01,Bangkok,Thailand,BTS,22018412.0,11.45,1.9230054148471616,560.0,22.0
2025-12-01,Bangkok,Thailand,MRT,15070853.0,11.45,1.3162317030567685,560.0,22.0
2025-12-01,Bangkok,Thailand,PK,1910239.0,11.45,0.16683310043668123,560.0,22.0
2025-12-01,Bangkok,Thailand,RL,1108289.0,11.45,0.09679379912663756,560.0,22.0
2025-12-01,Bangkok,Thailand,SRT,2339523.0,11.45,0.20432515283842795,560.0,22.0
2025-12-01,Bangkok,Thailand,YL,1448277.0,11.45,0.12648707423580785,560.0,22.0
2026-01-01,Bangkok,,ARL,2178943.0,,,,
2026-01-01,Bangkok,,BTS,21604485.0,,,,
2026-01-01,Bangkok,,MRT,15482598.0,,,,
2026-01-01,Bangkok,,PK,1864581.0,,,,
2026-01-01,Bangkok,,RL,1135797.0,,,,
2026-01-01,Bangkok,,SRT,2459030.0,,,,
2026-01-01,Bangkok,,YL,1394204.0,,,,
2024-01-01,Jakarta,Indonesia,BUS SEKOLAH,987675.0,11.43,0.08641076115485564,1451.8,41.9
2024-01-01,Jakarta,Indonesia,KAPAL,90851.0,11.43,0.007948468941382326,1451.8,41.9
2024-01-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,183373.0,11.43,0.01604313210848644,1451.8,41.9
2024-01-01,Jakarta,Indonesia,KRL,26862803.0,11.43,2.3502014873140857,1451.8,41.9
2024-01-01,Jakarta,Indonesia,LRT,93631.0,11.43,0.008191688538932634,1451.8,41.9
2024-01-01,Jakarta,Indonesia,MRT,3133700.0,11.43,0.27416447944007,1451.8,41.9
2024-01-01,Jakarta,Indonesia,TRANSJAKARTA,30934491.0,11.43,2.706429658792651,1451.8,41.9
2024-02-01,Jakarta,Indonesia,BUS SEKOLAH,804312.0,11.43,0.07036850393700787,1451.8,41.9
2024-02-01,Jakarta,Indonesia,KAPAL,90668.0,11.43,0.007932458442694664,1451.8,41.9
2024-02-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,171451.0,11.43,0.015000087489063866,1451.8,41.9
2024-02-01,Jakarta,Indonesia,KRL,24576830.0,11.43,2.1502038495188103,1451.8,41.9
2024-02-01,Jakarta,Indonesia,LRT,89934.0,11.43,0.007868241469816272,1451.8,41.9
2024-02-01,Jakarta,Indonesia,MRT,2840510.0,11.43,0.2485135608048994,1451.8,41.9
2024-02-01,Jakarta,Indonesia,TRANSJAKARTA,28506393.0,11.43,2.4939976377952755,1451.8,41.9
2024-03-01,Jakarta,Indonesia,BUS SEKOLAH,605219.0,11.43,0.05295004374453193,1451.8,41.9
2024-03-01,Jakarta,Indonesia,KAPAL,54264.0,11.43,0.00474750656167979,1451.8,41.9
2024-03-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,165310.0,11.43,0.014462817147856518,1451.8,41.9
2024-03-01,Jakarta,Indonesia,KRL,26001988.0,11.43,2.2748895888014,1451.8,41.9
2024-03-01,Jakarta,Indonesia,LRT,92004.0,11.43,0.008049343832020998,1451.8,41.9
2024-03-01,Jakarta,Indonesia,MRT,2876356.0,11.43,0.25164969378827645,1451.8,41.9
2024-03-01,Jakarta,Indonesia,TRANSJAKARTA,30085836.0,11.43,2.632181627296588,1451.8,41.9
2024-04-01,Jakarta,Indonesia,BUS SEKOLAH,431820.0,11.43,0.037779527559055115,1451.8,41.9
2024-04-01,Jakarta,Indonesia,KAPAL,166280.0,11.43,0.014547681539807525,1451.8,41.9
2024-04-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,205338.0,11.43,0.01796482939632546,1451.8,41.9
2024-04-01,Jakarta,Indonesia,KRL,25505204.0,11.43,2.2314264216972877,1451.8,41.9
2024-04-01,Jakarta,Indonesia,LRT,84571.0,11.43,0.0073990376202974625,1451.8,41.9
2024-04-01,Jakarta,Indonesia,MRT,2607904.0,11.43,0.22816307961504811,1451.8,41.9
2024-04-01,Jakarta,Indonesia,TRANSJAKARTA,26901324.0,11.43,2.353571653543307,1451.8,41.9
2024-05-01,Jakarta,Indonesia,BUS SEKOLAH,652680.0,11.43,0.05710236220472441,1451.8,41.9
2024-05-01,Jakarta,Indonesia,KAPAL,126016.0,11.43,0.011025021872265967,1451.8,41.9
2024-05-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,184671.0,11.43,0.016156692913385826,1451.8,41.9
2024-05-01,Jakarta,Indonesia,KRL,27367753.0,11.43,2.394379090113736,1451.8,41.9
2024-05-01,Jakarta,Indonesia,LRT,96288.0,11.43,0.008424146981627297,1451.8,41.9
2024-05-01,Jakarta,Indonesia,MRT,3101157.0,11.43,0.27131732283464566,1451.8,41.9
2024-05-01,Jakarta,Indonesia,TRANSJAKARTA,32022325.0,11.43,2.801603237095363,1451.8,41.9
2024-06-01,Jakarta,Indonesia,BUS SEKOLAH,399663.0,11.43,0.03496614173228346,1451.8,41.9
2024-06-01,Jakarta,Indonesia,KAPAL,124330.0,11.43,0.010877515310586177,1451.8,41.9
2024-06-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,182941.0,11.43,0.01600533683289589,1451.8,41.9
2024-06-01,Jakarta,Indonesia,KRL,26739475.0,11.43,2.339411636045494,1451.8,41.9
2024-06-01,Jakarta,Indonesia,LRT,102835.0,11.43,0.008996937882764655,1451.8,41.9
2024-06-01,Jakarta,Indonesia,MRT,3399812.0,11.43,0.29744636920384954,1451.8,41.9
2024-06-01,Jakarta,Indonesia,TRANSJAKARTA,31617767.0,11.43,2.7662088363954505,1451.8,41.9
2024-07-01,Jakarta,Indonesia,BUS SEKOLAH,741879.0,11.43,0.06490629921259843,1451.8,41.9
2024-07-01,Jakarta,Indonesia,KAPAL,116079.0,11.43,0.010155643044619423,1451.8,41.9
2024-07-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,192645.0,11.43,0.01685433070866142,1451.8,41.9
2024-07-01,Jakarta,Indonesia,KRL,29206932.0,11.43,2.5552871391076115,1451.8,41.9
2024-07-01,Jakarta,Indonesia,LRT,132456.0,11.43,0.011588451443569554,1451.8,41.9
2024-07-01,Jakarta,Indonesia,MRT,3784237.0,11.43,0.3310793525809274,1451.8,41.9
2024-07-01,Jakarta,Indonesia,TRANSJAKARTA,35503341.0,11.43,3.10615406824147,1451.8,41.9
2024-08-01,Jakarta,Indonesia,BUS SEKOLAH,997820.0,11.43,0.08729833770778653,1451.8,41.9
2024-08-01,Jakarta,Indonesia,KAPAL,104666.0,11.43,0.009157130358705162,1451.8,41.9
2024-08-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,193737.0,11.43,0.0169498687664042,1451.8,41.9
2024-08-01,Jakarta,Indonesia,KRL,28209145.0,11.43,2.4679916885389326,1451.8,41.9
2024-08-01,Jakarta,Indonesia,LRT,128725.0,11.43,0.011262029746281715,1451.8,41.9
2024-08-01,Jakarta,Indonesia,MRT,3738973.0,11.43,0.32711924759405075,1451.8,41.9
2024-08-01,Jakarta,Indonesia,TRANSJAKARTA,33113022.0,11.43,2.8970272965879267,1451.8,41.9
2024-09-01,Jakarta,Indonesia,BUS SEKOLAH,852979.0,11.43,0.07462633420822397,1451.8,41.9
2024-09-01,Jakarta,Indonesia,KAPAL,103340.0,11.43,0.009041119860017498,1451.8,41.9
2024-09-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,212641.0,11.43,0.01860376202974628,1451.8,41.9
2024-09-01,Jakarta,Indonesia,KRL,27607986.0,11.43,2.4153968503937007,1451.8,41.9
2024-09-01,Jakarta,Indonesia,LRT,96628.0,11.43,0.008453893263342083,1451.8,41.9
2024-09-01,Jakarta,Indonesia,MRT,3556484.0,11.43,0.31115345581802273,1451.8,41.9
2024-09-01,Jakarta,Indonesia,TRANSJAKARTA,32394170.0,11.43,2.8341356080489937,1451.8,41.9
2024-10-01,Jakarta,Indonesia,BUS SEKOLAH,956328.0,11.43,0.08366824146981627,1451.8,41.9
2024-10-01,Jakarta,Indonesia,KAPAL,76534.0,11.43,0.00669588801399825,1451.8,41.9
2024-10-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,186407.0,11.43,0.016308573928258966,1451.8,41.9
2024-10-01,Jakarta,Indonesia,KRL,29933211.0,11.43,2.6188286089238844,1451.8,41.9
2024-10-01,Jakarta,Indonesia,LRT,101848.0,11.43,0.008910586176727908,1451.8,41.9
2024-10-01,Jakarta,Indonesia,MRT,3865580.0,11.43,0.33819597550306213,1451.8,41.9
2024-10-01,Jakarta,Indonesia,TRANSJAKARTA,35646480.0,11.43,3.1186771653543306,1451.8,41.9
2024-11-01,Jakarta,Indonesia,BUS SEKOLAH,852518.0,11.43,0.07458600174978128,1451.8,41.9
2024-11-01,Jakarta,Indonesia,KAPAL,77369.0,11.43,0.0067689413823272095,1451.8,41.9
2024-11-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,174336.0,11.43,0.01525249343832021,1451.8,41.9
2024-11-01,Jakarta,Indonesia,KRL,26524416.0,11.43,2.3205963254593174,1451.8,41.9
2024-11-01,Jakarta,Indonesia,LRT,92855.0,11.43,0.008123797025371828,1451.8,41.9
2024-11-01,Jakarta,Indonesia,MRT,3514641.0,11.43,0.30749265091863515,1451.8,41.9
2024-11-01,Jakarta,Indonesia,TRANSJAKARTA,32082018.0,11.43,2.8068257217847767,1451.8,41.9
2024-12-01,Jakarta,Indonesia,BUS SEKOLAH,525141.0,11.43,0.04594409448818897,1451.8,41.9
2024-12-01,Jakarta,Indonesia,KAPAL,57299.0,11.43,0.005013035870516185,1451.8,41.9
2024-12-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,168398.0,11.43,0.014732983377077865,1451.8,41.9
2024-12-01,Jakarta,Indonesia,KRL,25710234.0,11.43,2.2493643044619422,1451.8,41.9
2024-12-01,Jakarta,Indonesia,LRT,101209.0,11.43,0.008854680664916886,1451.8,41.9
2024-12-01,Jakarta,Indonesia,MRT,3591046.0,11.43,0.3141772528433946,1451.8,41.9
2024-12-01,Jakarta,Indonesia,TRANSJAKARTA,33141311.0,11.43,2.8995022747156605,1451.8,41.9
2025-01-01,Jakarta,Indonesia,BUS SEKOLAH,700680.0,11.6,0.06040344827586207,1550.0,42.5
2025-01-01,Jakarta,Indonesia,KAPAL,79240.0,11.6,0.006831034482758621,1550.0,42.5
2025-01-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,177224.0,11.6,0.015277931034482758,1550.0,42.5
2025-01-01,Jakarta,Indonesia,KRL,27936047.0,11.6,2.4082799137931032,1550.0,42.5
2025-01-01,Jakarta,Indonesia,LRT,99328.0,11.6,0.008562758620689654,1550.0,42.5
2025-01-01,Jakarta,Indonesia,MRT,3534665.0,11.6,0.3047125,1550.0,42.5
2025-01-01,Jakarta,Indonesia,TRANSJAKARTA,32227028.0,11.6,2.778192068965517,1550.0,42.5
2025-02-01,Jakarta,Indonesia,BUS SEKOLAH,764948.0,11.6,0.06594379310344828,1550.0,42.5
2025-02-01,Jakarta,Indonesia,KAPAL,52859.0,11.6,0.004556810344827586,1550.0,42.5
2025-02-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,168811.0,11.6,0.014552672413793103,1550.0,42.5
2025-02-01,Jakarta,Indonesia,KRL,27204191.0,11.6,2.345188879310345,1550.0,42.5
2025-02-01,Jakarta,Indonesia,LRT,82925.0,11.6,0.007148706896551724,1550.0,42.5
2025-02-01,Jakarta,Indonesia,MRT,3477100.0,11.6,0.29975,1550.0,42.5
2025-02-01,Jakarta,Indonesia,TRANSJAKARTA,31500446.0,11.6,2.7155556896551722,1550.0,42.5
2025-03-01,Jakarta,Indonesia,BUS SEKOLAH,432829.0,11.6,0.037312844827586206,1550.0,42.5
2025-03-01,Jakarta,Indonesia,KAPAL,43542.0,11.6,0.0037536206896551724,1550.0,42.5
2025-03-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,171859.0,11.6,0.014815431034482759,1550.0,42.5
2025-03-01,Jakarta,Indonesia,KRL,26863168.0,11.6,2.3157903448275863,1550.0,42.5
2025-03-01,Jakarta,Indonesia,LRT,90223.0,11.6,0.007777844827586207,1550.0,42.5
2025-03-01,Jakarta,Indonesia,MRT,3078316.0,11.6,0.26537206896551724,1550.0,42.5
2025-03-01,Jakarta,Indonesia,TRANSJAKARTA,29843189.0,11.6,2.572688706896552,1550.0,42.5
2025-04-01,Jakarta,Indonesia,BUS SEKOLAH,621392.0,11.6,0.05356827586206896,1550.0,42.5
2025-04-01,Jakarta,Indonesia,KAPAL,179883.0,11.6,0.015507155172413793,1550.0,42.5
2025-04-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,188141.0,11.6,0.016219051724137932,1550.0,42.5
2025-04-01,Jakarta,Indonesia,KRL,27552083.0,11.6,2.375179568965517,1550.0,42.5
2025-04-01,Jakarta,Indonesia,LRT,95011.0,11.6,0.008190603448275862,1550.0,42.5
2025-04-01,Jakarta,Indonesia,MRT,3258454.0,11.6,0.28090120689655174,1550.0,42.5
2025-04-01,Jakarta,Indonesia,TRANSJAKARTA,29757421.0,11.6,2.5652949137931036,1550.0,42.5
2025-05-01,Jakarta,Indonesia,BUS SEKOLAH,727955.0,11.6,0.06275474137931035,1550.0,42.5
2025-05-01,Jakarta,Indonesia,KAPAL,153201.0,11.6,0.01320698275862069,1550.0,42.5
2025-05-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,177181.0,11.6,0.015274224137931034,1550.0,42.5
2025-05-01,Jakarta,Indonesia,KRL,28561308.0,11.6,2.462181724137931,1550.0,42.5
2025-05-01,Jakarta,Indonesia,LRT,103798.0,11.6,0.008948103448275862,1550.0,42.5
2025-05-01,Jakarta,Indonesia,MRT,3631657.0,11.6,0.3130738793103448,1550.0,42.5
2025-05-01,Jakarta,Indonesia,TRANSJAKARTA,33263199.0,11.6,2.867517155172414,1550.0,42.5
2025-06-01,Jakarta,Indonesia,BUS SEKOLAH,561267.0,11.6,0.04838508620689655,1550.0,42.5
2025-06-01,Jakarta,Indonesia,KAPAL,126748.0,11.6,0.010926551724137932,1550.0,42.5
2025-06-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,179350.0,11.6,0.015461206896551723,1550.0,42.5
2025-06-01,Jakarta,Indonesia,KRL,28204967.0,11.6,2.4314626724137933,1550.0,42.5
2025-06-01,Jakarta,Indonesia,LRT,102777.0,11.6,0.008860086206896552,1550.0,42.5
2025-06-01,Jakarta,Indonesia,MRT,3608591.0,11.6,0.3110854310344828,1550.0,42.5
2025-06-01,Jakarta,Indonesia,TRANSJAKARTA,32685873.0,11.6,2.8177476724137933,1550.0,42.5
2025-07-01,Jakarta,Indonesia,BUS SEKOLAH,621268.0,11.6,0.05355758620689655,1550.0,42.5
2025-07-01,Jakarta,Indonesia,KAPAL,109924.0,11.6,0.009476206896551724,1550.0,42.5
2025-07-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,204871.0,11.6,0.017661293103448276,1550.0,42.5
2025-07-01,Jakarta,Indonesia,KRL,31400484.0,11.6,2.706938275862069,1550.0,42.5
2025-07-01,Jakarta,Indonesia,LRT,118013.0,11.6,0.010173534482758621,1550.0,42.5
2025-07-01,Jakarta,Indonesia,MRT,4354425.0,11.6,0.3753814655172414,1550.0,42.5
2025-07-01,Jakarta,Indonesia,TRANSJAKARTA,37612948.0,11.6,3.2424955172413794,1550.0,42.5
2025-08-01,Jakarta,Indonesia,BUS SEKOLAH,815625.0,11.6,0.0703125,1550.0,42.5
2025-08-01,Jakarta,Indonesia,KAPAL,90857.0,11.6,0.0078325,1550.0,42.5
2025-08-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,212475.0,11.6,0.018316810344827586,1550.0,42.5
2025-08-01,Jakarta,Indonesia,KRL,28946724.0,11.6,2.4954072413793105,1550.0,42.5
2025-08-01,Jakarta,Indonesia,LRT,115344.0,11.6,0.009943448275862068,1550.0,42.5
2025-08-01,Jakarta,Indonesia,MRT,3985972.0,11.6,0.34361827586206894,1550.0,42.5
2025-08-01,Jakarta,Indonesia,TRANSJAKARTA,35425055.0,11.6,3.053884051724138,1550.0,42.5
2025-09-01,Jakarta,Indonesia,BUS SEKOLAH,828162.0,11.6,0.07139327586206896,1550.0,42.5
2025-09-01,Jakarta,Indonesia,KAPAL,86756.0,11.6,0.00747896551724138,1550.0,42.5
2025-09-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,205011.0,11.6,0.01767336206896552,1550.0,42.5
2025-09-01,Jakarta,Indonesia,KRL,28741049.0,11.6,2.4776766379310344,1550.0,42.5
2025-09-01,Jakarta,Indonesia,LRT,121892.0,11.6,0.010507931034482759,1550.0,42.5
2025-09-01,Jakarta,Indonesia,MRT,3913802.0,11.6,0.33739672413793104,1550.0,42.5
2025-09-01,Jakarta,Indonesia,TRANSJAKARTA,36437848.0,11.6,3.141193793103448,1550.0,42.5
2025-10-01,Jakarta,Indonesia,BUS SEKOLAH,986068.0,11.6,0.08500586206896552,1550.0,42.5
2025-10-01,Jakarta,Indonesia,KAPAL,79315.0,11.6,0.0068375,1550.0,42.5
2025-10-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,219802.0,11.6,0.01894844827586207,1550.0,42.5
2025-10-01,Jakarta,Indonesia,KRL,31776933.0,11.6,2.739390775862069,1550.0,42.5
2025-10-01,Jakarta,Indonesia,LRT,115070.0,11.6,0.009919827586206896,1550.0,42.5
2025-10-01,Jakarta,Indonesia,MRT,4398017.0,11.6,0.37913939655172413,1550.0,42.5
2025-10-01,Jakarta,Indonesia,TRANSJAKARTA,40360840.0,11.6,3.4793827586206896,1550.0,42.5
2025-11-01,Jakarta,Indonesia,BUS SEKOLAH,928794.0,11.6,0.08006844827586207,1550.0,42.5
2025-11-01,Jakarta,Indonesia,KAPAL,83169.0,11.6,0.007169741379310345,1550.0,42.5
2025-11-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,216057.0,11.6,0.018625603448275862,1550.0,42.5
2025-11-01,Jakarta,Indonesia,KRL,30373245.0,11.6,2.6183831896551726,1550.0,42.5
2025-11-01,Jakarta,Indonesia,LRT,114965.0,11.6,0.009910775862068965,1550.0,42.5
2025-11-01,Jakarta,Indonesia,MRT,4061751.0,11.6,0.3501509482758621,1550.0,42.5
2025-11-01,Jakarta,Indonesia,TRANSJAKARTA,37769186.0,11.6,3.2559643103448277,1550.0,42.5
2025-12-01,Jakarta,Indonesia,BUS SEKOLAH,613577.0,11.6,0.05289456896551724,1550.0,42.5
2025-12-01,Jakarta,Indonesia,KAPAL,73938.0,11.6,0.00637396551724138,1550.0,42.5
2025-12-01,Jakarta,Indonesia,KCI COMMUTER BANDARA,368830.0,11.6,0.03179568965517241,1550.0,42.5
2025-12-01,Jakarta,Indonesia,KRL,48173042.0,11.6,4.152848448275862,1550.0,42.5
2025-12-01,Jakarta,Indonesia,LRT,119315.0,11.6,0.010285775862068965,1550.0,42.5
2025-12-01,Jakarta,Indonesia,MRT,4057868.0,11.6,0.34981620689655174,1550.0,42.5
2025-12-01,Jakarta,Indonesia,TRANSJAKARTA,37463134.0,11.6,3.2295805172413794,1550.0,42.5
2019-01-01,Kuala Lumpur,Malaysia,bus_rkl,0.0,7.78,0.0,329.07,15.9
2019-01-01,Kuala Lumpur,Malaysia,bus_rkn,0.0,7.78,0.0,329.07,15.9
2019-01-01,Kuala Lumpur,Malaysia,bus_rpn,0.0,7.78,0.0,329.07,15.9
2019-01-01,Kuala Lumpur,Malaysia,rail_ets,0.0,7.78,0.0,329.07,15.9
2019-01-01,Kuala Lumpur,Malaysia,rail_intercity,0.0,7.78,0.0,329.07,15.9
2019-01-01,Kuala Lumpur,Malaysia,rail_komuter,0.0,7.78,0.0,329.07,15.9
2019-01-01,Kuala Lumpur,Malaysia,rail_komuter_utara,0.0,7.78,0.0,329.07,15.9
2019-01-01,Kuala Lumpur,Malaysia,rail_lrt_ampang,5363000.0,7.78,0.6893316195372751,329.07,15.9
2019-01-01,Kuala Lumpur,Malaysia,rail_lrt_kj,7900483.0,7.78,1.0154862467866324,329.07,15.9
2019-01-01,Kuala Lumpur,Malaysia,rail_monorail,978364.0,7.78,0.12575372750642674,329.07,15.9
2019-01-01,Kuala Lumpur,Malaysia,rail_mrt_kajang,5206125.0,7.78,0.6691677377892031,329.07,15.9
2019-01-01,Kuala Lumpur,Malaysia,rail_mrt_pjy,0.0,7.78,0.0,329.07,15.9
2019-01-01,Kuala Lumpur,Malaysia,rail_tebrau,0.0,7.78,0.0,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,bus_rkl,0.0,7.78,0.0,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,bus_rkn,0.0,7.78,0.0,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,bus_rpn,0.0,7.78,0.0,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,rail_ets,0.0,7.78,0.0,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,rail_intercity,0.0,7.78,0.0,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,rail_komuter,0.0,7.78,0.0,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,rail_komuter_utara,0.0,7.78,0.0,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,rail_lrt_ampang,4454115.0,7.78,0.5725083547557841,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,rail_lrt_kj,6523515.0,7.78,0.8384980719794345,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,rail_monorail,857334.0,7.78,0.11019717223650385,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,rail_mrt_kajang,4319140.0,7.78,0.555159383033419,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,rail_mrt_pjy,0.0,7.78,0.0,329.07,15.9
2019-02-01,Kuala Lumpur,Malaysia,rail_tebrau,0.0,7.78,0.0,329.07,15.9
